SecurityID,Date,Price,Volume,TotalReturn,splitAdj,SharesOutstanding,Adj,cap,Y,cap_rank
109722,2012-12-31,60.2999992370606,486042,0.00634199986234307,4,1445303,7.02822208404541,87151769.7973213,2012,35
214950,2020-12-31,146.800003051758,2795813,-0.0109820002689958,1,593249,1,87088955.0104523,2020,94
103749,2003-12-31,33.9799995422363,14112730,-0.0153580000624061,32,2560426,32,87003274.30793,2003,23
105329,2009-12-31,168.839996337891,6403560,0.0128370001912117,1,514082,1.08922100067139,86797602.9973755,2009,26
100972,2007-12-31,56.1500015258789,5006647,-0.0188710000365973,2,1545273,2.73340511322022,86767081.3078995,2007,33
111089,2013-12-31,94.2399978637695,369054,0.00265999999828637,2,919449,3.44000601768494,86648871.795845,2013,45
100972,2001-12-31,55.75,1927200,-0.0129249999299645,2,1553656,2.21869802474976,86616322,2001,26
108969,2013-12-31,70.6500015258789,3281324,0.010584999807179,2,1225099,4.52286577224731,86553246.2193527,2013,46
101328,2006-12-29,21.7800006866455,24323300,-0.00999999977648258,16,3972573,16.2812099456787,86522642.6677494,2006,30
101062,2017-12-29,175.240005493164,1810263,-0.00176599994301796,8,492943,8.29169940948486,86383334.0278168,2017,67
109775,2003-12-31,26.0699996948242,6684100,0.000384000013582408,2,3310670,2.54621195793152,86309165.8896637,2003,24
101375,2017-12-29,99.3099975585938,2056268,-0.00391199998557568,3,867996,4.56748914718628,86200680.6408691,2017,68
101508,2013-12-31,114.080001831055,2362823,-0.0122090000659227,4,754126,4.19536876678467,86030695.4608459,2013,47
105759,2005-12-30,40.4799995422363,5154000,-0.00638200016692281,4.5,2124286,4.75165987014771,85991096.307579,2005,25
109143,2018-12-31,156.039993286133,1853930,-0.00172699999529868,2,551055,2.99920606613159,85986618.5002899,2018,63
105329,2010-12-31,168.160003662109,1637011,0.00310200010426343,1,511243,1.09955704212189,85970624.7522278,2010,30
109182,2019-12-31,2053.72998046875,226931,-6.80000011925586e-05,0.166666597127914,41856,0.166666597127914,85960922.0625,2019,76
102082,2006-12-29,47.1100006103516,15192500,0.00662400014698505,2,1824068,2.74869990348816,85931844.5933227,2006,31
101328,2004-12-31,19.4500007629395,7689100,0.00206100009381771,16,4409188,16.0001201629639,85758709.9639435,2004,25
101966,1999-12-31,50.1875,2643800,-0.00986399967223406,2,1707184,2.22046995162964,85679297,1999,31
105329,2007-12-31,215.050003051758,5834295,0.014674000442028,1,397675,1.06650805473328,85520009.9636078,2007,34
105155,2006-12-29,81.129997253418,2284700,0.000246999989030883,8,1054001,8,85511098.2350998,2006,32
112717,2019-12-31,139.089996337891,2486179,0.0035349999088794,1,614600,3.37254190444946,85484711.7492676,2019,77
